event_id,failed_login_attempts,raw_cvss_score,severity_score,login_hour,events_per_user_1h,login_frequency_1h,unique_destinations_24h,malware_detected,after_hours_activity,vulnerability_present,protocol_HTTP,protocol_HTTPS,protocol_SMB,protocol_SSH,protocol_TCP,event_type_Brute Force,event_type_Failed Login,event_type_File Access,event_type_Login Success,event_type_Malware Detection,event_type_Phishing Email,event_type_Port Scan,event_type_Privilege Escalation,event_type_Sql Injection Attempt,event_type_Usb Device Connected,event_status_Blocked,event_status_Detected,event_status_Failed,event_status_Success
EVT00017,0.001389678252892188,-0.8875422372453542,0.5125894023013345,-1.4452266988806801,-0.0016724278835167973,0.10947155477532397,-3.4932135929249752,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00018,2.8601563699168646,-1.444589253451822,1.4550418273701822,-1.4452266988806801,-0.7542649754661083,1.204187102528564,-3.4932135929249752,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00019,-0.5346290764341026,-1.688297323042152,-1.3723154478363608,-1.4452266988806801,0.7509201196990747,-0.985243992977916,-3.240864414963545,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00020,-0.5346290764341026,0.8532296883998581,-1.3723154478363608,-1.4452266988806801,0.7509201196990747,0.10947155477532397,-3.324980807617355,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00021,-0.5346290764341026,0.8184142498869538,-0.4298630227675131,-1.4452266988806801,-0.7542649754661083,-0.985243992977916,-3.4932135929249752,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00022,-0.5346290764341026,0.574706180296624,-0.4298630227675131,-1.4452266988806801,-0.7542649754661083,0.10947155477532397,-3.409097200271165,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00023,-0.5346290764341026,1.549538458657943,-1.3723154478363608,-1.4452266988806801,-1.5068575230486998,-0.985243992977916,-3.577329985578785,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00024,0.7160813511688852,-1.6534818845292476,-0.4298630227675131,-1.4452266988806801,-0.0016724278835167973,1.204187102528564,-3.324980807617355,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00025,0.001389678252892188,-1.444589253451822,0.5125894023013345,-1.3026994110226249,-0.7542649754661083,0.10947155477532397,-3.4932135929249752,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00026,2.502810533458868,0.9924914424514749,1.4550418273701822,-1.3026994110226249,0.7509201196990747,2.298902650281804,-3.240864414963545,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00027,2.502810533458868,0.15692091814177325,0.5125894023013345,-1.3026994110226249,-0.0016724278835167973,1.204187102528564,-3.409097200271165,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00028,1.4307730240848784,0.3309981107062945,-0.4298630227675131,-1.3026994110226249,-0.0016724278835167973,0.10947155477532397,-3.409097200271165,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00029,-0.5346290764341026,-0.8875422372453542,0.5125894023013345,-1.3026994110226249,-0.7542649754661083,-0.985243992977916,-3.240864414963545,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00030,-0.5346290764341026,-0.6786496061679288,1.4550418273701822,-1.3026994110226249,0.7509201196990747,1.204187102528564,-3.156748022309735,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00031,0.18006259648189046,-0.22604890550017362,1.4550418273701822,-1.3026994110226249,1.503512667281666,2.298902650281804,-3.0726316296559246,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00032,-0.5346290764341026,-0.7830959217066414,-0.4298630227675131,-1.3026994110226249,-0.0016724278835167973,0.10947155477532397,-3.324980807617355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
EVT00033,-0.5346290764341026,-1.305327499400205,-1.3723154478363608,-1.3026994110226249,-0.7542649754661083,-0.985243992977916,-3.156748022309735,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00034,2.6814834516878663,-1.6186664460163434,0.5125894023013345,-1.3026994110226249,2.2561052148642577,3.393618198035044,-2.988515237002115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00035,-0.5346290764341026,-0.26086434401307773,0.5125894023013345,-1.3026994110226249,0.7509201196990747,1.204187102528564,-3.324980807617355,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00036,-0.5346290764341026,0.017659164090156162,-0.4298630227675131,-1.3026994110226249,2.2561052148642577,3.393618198035044,-2.9043988443483046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00037,-0.5346290764341026,0.9924914424514749,-0.4298630227675131,-1.1601721231645696,-1.5068575230486998,-0.985243992977916,-3.409097200271165,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00038,1.9667917787718732,1.549538458657943,0.5125894023013345,-1.1601721231645696,-0.0016724278835167973,1.204187102528564,-3.240864414963545,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00039,-0.5346290764341026,1.7236156512224643,-1.3723154478363608,-1.1601721231645696,-0.7542649754661083,-0.985243992977916,-3.324980807617355,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
EVT00040,1.4307730240848784,1.0621223194772835,-0.4298630227675131,-1.1601721231645696,-0.0016724278835167973,0.10947155477532397,-3.0726316296559246,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00041,-0.1772832399761061,-1.4794046919647263,0.5125894023013345,-1.1601721231645696,-0.0016724278835167973,1.204187102528564,-3.156748022309735,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00042,1.25210010585588,-1.4794046919647263,1.4550418273701822,-1.1601721231645696,0.7509201196990747,2.298902650281804,-3.0726316296559246,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00043,-0.5346290764341026,1.0273068809643795,-1.3723154478363608,-1.1601721231645696,-0.0016724278835167973,0.10947155477532397,-2.988515237002115,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
EVT00044,-0.5346290764341026,-1.4794046919647263,0.5125894023013345,-1.1601721231645696,1.503512667281666,2.298902650281804,-2.988515237002115,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00045,-0.5346290764341026,-1.305327499400205,-1.3723154478363608,-1.1601721231645696,0.7509201196990747,0.10947155477532397,-2.9043988443483046,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00046,0.537408432939887,-0.01715627442274796,0.5125894023013345,-1.1601721231645696,-1.5068575230486998,0.10947155477532397,-3.156748022309735,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00047,-0.5346290764341026,-0.8875422372453542,1.4550418273701822,-1.1601721231645696,0.7509201196990747,0.10947155477532397,-2.820282451694495,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
EVT00048,-0.5346290764341026,1.2710149505547088,-0.4298630227675131,-1.1601721231645696,-0.7542649754661083,0.10947155477532397,-3.0726316296559246,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00049,-0.5346290764341026,-0.8527267987324499,-0.4298630227675131,-1.0176448353065144,-0.0016724278835167973,0.10947155477532397,-2.988515237002115,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00050,-0.5346290764341026,0.5050753032708157,1.4550418273701822,-1.0176448353065144,0.7509201196990747,0.10947155477532397,-2.9043988443483046,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00051,-0.5346290764341026,-0.22604890550017362,-0.4298630227675131,-1.0176448353065144,1.503512667281666,0.10947155477532397,-2.7361660590406847,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
EVT00052,-0.5346290764341026,-1.0964348683227798,1.4550418273701822,-1.0176448353065144,-1.5068575230486998,-0.985243992977916,-3.240864414963545,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
EVT00053,1.25210010585588,-1.270512060887301,-1.3723154478363608,-1.0176448353065144,-1.5068575230486998,0.10947155477532397,-2.820282451694495,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00054,-0.35595615820510434,-1.5142201304776308,1.4550418273701822,-1.0176448353065144,1.503512667281666,1.204187102528564,-2.820282451694495,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00055,1.25210010585588,1.6191693356837513,0.5125894023013345,-1.0176448353065144,1.503512667281666,0.10947155477532397,-2.6520496663868744,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00056,0.001389678252892188,-0.5045724136034075,0.5125894023013345,-1.0176448353065144,1.503512667281666,1.204187102528564,-2.5679332737330647,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00057,2.3241376152298696,-1.2008811838614923,-0.4298630227675131,-1.0176448353065144,-1.5068575230486998,0.10947155477532397,-2.9043988443483046,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00058,-0.5346290764341026,-1.5490355689905349,-1.3723154478363608,-1.0176448353065144,-0.7542649754661083,-0.985243992977916,-3.156748022309735,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00059,-0.5346290764341026,-1.6186664460163434,1.4550418273701822,-1.0176448353065144,-1.5068575230486998,-0.985243992977916,-3.240864414963545,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00060,-0.5346290764341026,-0.8179113602195457,-1.3723154478363608,-1.0176448353065144,1.503512667281666,0.10947155477532397,-2.7361660590406847,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00061,0.7160813511688852,0.3658135492191986,0.5125894023013345,-0.8751175474484592,-0.7542649754661083,1.204187102528564,-2.7361660590406847,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00062,-0.5346290764341026,-1.444589253451822,-0.4298630227675131,-0.8751175474484592,-0.7542649754661083,0.10947155477532397,-2.820282451694495,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
EVT00063,2.3241376152298696,1.6539847741966553,-0.4298630227675131,-0.8751175474484592,-0.0016724278835167973,0.10947155477532397,-3.0726316296559246,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00064,-0.5346290764341026,0.5050753032708157,-0.4298630227675131,-0.8751175474484592,-0.0016724278835167973,1.204187102528564,-2.6520496663868744,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00065,-0.5346290764341026,0.5050753032708157,0.5125894023013345,-0.8751175474484592,-0.0016724278835167973,0.10947155477532397,-2.6520496663868744,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
EVT00066,-0.5346290764341026,0.3309981107062945,-0.4298630227675131,-0.8751175474484592,-0.0016724278835167973,1.204187102528564,-2.4838168810792545,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00067,-0.5346290764341026,-1.4097738149389178,1.4550418273701822,-0.8751175474484592,-0.7542649754661083,-0.985243992977916,-3.156748022309735,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00068,-0.5346290764341026,-0.22604890550017362,0.5125894023013345,-0.8751175474484592,-0.0016724278835167973,0.10947155477532397,-2.5679332737330647,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00069,-0.5346290764341026,-0.05197171293565239,-0.4298630227675131,-0.8751175474484592,-0.0016724278835167973,-0.985243992977916,-3.156748022309735,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00070,2.8601563699168646,-1.3401429379131093,0.5125894023013345,-0.8751175474484592,-0.0016724278835167973,1.204187102528564,-2.988515237002115,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00071,-0.5346290764341026,1.514723020145039,1.4550418273701822,-0.8751175474484592,-0.7542649754661083,0.10947155477532397,-2.3997004884254443,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00072,-0.5346290764341026,-1.0268039912969713,-0.4298630227675131,-0.8751175474484592,-0.0016724278835167973,1.204187102528564,-2.9043988443483046,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00073,-0.5346290764341026,-0.5393878521163118,-1.3723154478363608,-0.7325902595904039,-0.0016724278835167973,-0.985243992977916,-3.0726316296559246,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00074,-0.5346290764341026,-0.05197171293565239,-0.4298630227675131,-0.7325902595904039,0.7509201196990747,1.204187102528564,-2.820282451694495,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00075,1.7881188605428748,-1.723112761555056,1.4550418273701822,-0.7325902595904039,-0.0016724278835167973,1.204187102528564,-2.4838168810792545,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00076,-0.5346290764341026,-1.305327499400205,-1.3723154478363608,-0.7325902595904039,-1.5068575230486998,-0.985243992977916,-2.7361660590406847,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00077,0.8947542693978835,-0.46975697509050324,0.5125894023013345,-0.7325902595904039,0.7509201196990747,1.204187102528564,-2.7361660590406847,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00078,-0.5346290764341026,0.40062898773210276,-0.4298630227675131,-0.7325902595904039,-0.0016724278835167973,1.204187102528564,-2.3997004884254443,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00079,2.8601563699168646,-1.0964348683227798,0.5125894023013345,-0.7325902595904039,-0.7542649754661083,1.204187102528564,-2.3155840957716345,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00080,-0.5346290764341026,0.15692091814177325,1.4550418273701822,-0.7325902595904039,1.503512667281666,1.204187102528564,-2.6520496663868744,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00081,-0.5346290764341026,-1.166065745348588,-0.4298630227675131,-0.7325902595904039,2.2561052148642577,1.204187102528564,-2.5679332737330647,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00082,-0.5346290764341026,-0.40012609806469485,-1.3723154478363608,-0.7325902595904039,3.008697762446849,1.204187102528564,-2.4838168810792545,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00083,-0.5346290764341026,0.9924914424514749,-1.3723154478363608,-0.7325902595904039,-0.7542649754661083,-0.985243992977916,-2.988515237002115,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
